sid,name,output_count,individual_count,group_count,intervention_count,timecourse_count,output_pks,licence
PKDB00474,McDonagh1991,110,97,9,1,0,"[298619, 298620, 298621, 298622, 298623, 298624, 298625, 298626, 298627, 298628, 298629, 298630, 298631, 298729, 298730, 298731, 298732, 298733, 298734, 298735, 298736, 298737, 298738, 298739, 298740, 298741, 298742, 298743, 298744, 298745, 298746, 298747, 298748, 298749, 298750, 298751, 298752, 298753, 298754, 298755, 298756, 298757, 298758, 298759, 298760, 298761, 298762, 298763, 298764, 298765, 298766, 298767, 298768, 298769, 298770, 298771, 298772, 298773, 298774, 298775, 298776, 298777, 298778, 298779, 298780, 298781, 298782, 298783, 298784, 298785, 298786, 298787, 298788, 298789, 298790, 298791, 298792, 298793, 298794, 298795, 298796, 298797, 298798, 298799, 298800, 298801, 298802, 298803, 298804, 298805, 298806, 298807, 298808, 298809, 298810, 298811, 298812, 298813, 298814, 298815, 298816, 298817, 298818, 298819, 298820, 298821, 298822, 298823, 298824, 298825]",closed
PKDB00475,McQuilkin1995,377,21,3,1,26,"[299231, 299232, 299233, 299234, 299235, 299236, 299237, 299238, 299239, 299240, 299241, 299242, 299243, 299244, 299245, 299246, 299247, 299248, 299249, 299250, 299251, 299252, 299253, 299254, 299255, 299256, 299257, 299258, 299259, 299260, 299261, 299262, 299263, 299264, 299265, 299266, 299267, 299268, 299269, 299270, 299271, 299272, 299273, 299274, 299275, 299276, 299277, 299278, 299279, 299280, 299281, 299282, 299283, 299284, 299285, 299286, 299287, 299288, 299289, 299290, 299291, 299292, 299293, 299294, 299295, 299296, 299297, 299298, 299299, 299300, 299301, 299302, 299303, 299304, 299305, 299306, 299307, 299308, 299309, 299310, 299311, 299312, 299313, 299314, 299315, 299316, 299317, 299318, 299319, 299320, 299321, 299322, 299323, 299324, 299325, 299326, 299327, 299328, 299329, 299330, 299331, 299332, 299333, 299334, 299335, 299336, 299337, 299338, 299339, 299340, 299341, 299342, 299343, 299344, 299345, 299346, 299347, 299348, 299349, 299350, 299351, 299352, 299353, 299354, 299355, 299356, 299357, 299358, 299359, 299360, 299361, 299362, 299363, 299364, 299365, 299366, 299367, 299368, 299369, 299370, 299371, 299381, 299382, 299383, 299384, 299385, 299386, 299387, 299388, 299389, 299375, 299376, 299377, 299378, 299379, 299380, 299390, 299391, 299392, 299393, 299394, 299395, 299396, 299397, 299398, 299408, 299409, 299410, 299411, 299412, 299413, 299414, 299415, 299426, 299427, 299428, 299429, 299417, 299418, 299419, 299420, 299421, 299422, 299423, 299424, 299430, 299431, 299432, 299433, 299434, 299435, 299436, 299437, 299438, 299439, 299440, 299441, 299442, 299453, 299454, 299455, 299456, 299457, 299458, 299459, 299460, 299462, 299463, 299464, 299465, 299466, 299467, 299468, 299469, 299470, 299484, 299485, 299486, 299473, 299474, 299475, 299476, 299477, 299478, 299479, 299480, 299487, 299495, 299496, 299497, 299498, 299499, 299500, 299501, 299513, 299514, 299515, 299516, 299517, 299518, 299519, 299520, 299504, 299505, 299506, 299507, 299508, 299509, 299510, 299511, 299512, 299525, 299526, 299527, 299528, 299529, 299530, 299531, 299532, 299533, 299534, 299535, 299536, 299537, 299538, 299539, 299540, 299541, 299542, 299543, 299544, 299545, 299546, 299547, 299548, 299556, 299557, 299558, 299559, 299560, 299561, 299562, 299586, 299587, 299588, 299589, 299590, 299591, 299592, 299593, 299594, 299595, 299576, 299577, 299578, 299567, 299568, 299569, 299570, 299571, 299572, 299573, 299574, 299579, 299580, 299581, 299582, 299583, 299584, 299585, 299597, 299598, 299399, 299400, 299401, 299402, 299403, 299404, 299405, 299406, 299407, 299524, 299372, 299373, 299374, 299416, 299444, 299445, 299446, 299447, 299448, 299449, 299450, 299451, 299452, 299425, 299443, 299461, 299471, 299472, 299488, 299489, 299490, 299491, 299492, 299493, 299494, 299481, 299482, 299483, 299502, 299503, 299521, 299522, 299523, 299549, 299550, 299551, 299552, 299553, 299554, 299555, 299563, 299564, 299565, 299566, 299596, 299575, 299599, 299600, 299601, 299602, 299603, 299604, 299605, 299606, 299607]",closed
PKDB00052,Murphy1988,16,0,5,2,0,"[299624, 299625, 299626, 299627, 299628, 299629, 299630, 299631, 299632, 299633, 299634, 299635, 299636, 299637, 299638, 299639]",closed
PKDB00476,Muscat2008,32,0,21,1,0,"[299658, 299659, 299660, 299661, 299662, 299663, 299664, 299665, 299666, 299667, 299668, 299669, 299670, 299671, 299672, 299673, 299674, 299675, 299690, 299691, 299692, 299693, 299694, 299695, 299696, 299697, 299698, 299699, 299700, 299701, 299702, 299703]",closed
PKDB00477,Nakazawa1988,448,74,3,4,20,"[300538, 300539, 300543, 300544, 300545, 300549, 300550, 300551, 299752, 299753, 299754, 299755, 299756, 299757, 299758, 299759, 299760, 299761, 299762, 299763, 299764, 299765, 299766, 299767, 299768, 299769, 299770, 299771, 299772, 299773, 299774, 299775, 299776, 299777, 299778, 299779, 299780, 299781, 299782, 299783, 299784, 299785, 299786, 299787, 299788, 299789, 299790, 299791, 299792, 299793, 299794, 299795, 299796, 299797, 299798, 299799, 299808, 299809, 299810, 299811, 299812, 299813, 299814, 299815, 299841, 299843, 299844, 299846, 299845, 299847, 299848, 299849, 299852, 299853, 299855, 299856, 299858, 299857, 299859, 299860, 299862, 299861, 299863, 299944, 299945, 299946, 299947, 299948, 299949, 299950, 299951, 299952, 299963, 299964, 299965, 299966, 299934, 299935, 299936, 299937, 299938, 299939, 299940, 299941, 299942, 299953, 299954, 299955, 299956, 299957, 299958, 299959, 299960, 299961, 299962, 299967, 299968, 299969, 299977, 299978, 299979, 299980, 299981, 299982, 299970, 300344, 300345, 300346, 300347, 300348, 300349, 300350, 300351, 300352, 300353, 300354, 300355, 300356, 300357, 300358, 300359, 300360, 300361, 300362, 300363, 300364, 300365, 300366, 300367, 300368, 300369, 300370, 300371, 300372, 300373, 300374, 300375, 300226, 300227, 300228, 300229, 300230, 300231, 300232, 300233, 300234, 300235, 300236, 300237, 300238, 300239, 300240, 300241, 300242, 300243, 300244, 300245, 300246, 300247, 300248, 300249, 300250, 300251, 300252, 300253, 300254, 300255, 300256, 300257, 300258, 300259, 300260, 300261, 300262, 300263, 300264, 300265, 300266, 300267, 300268, 300269, 300270, 300271, 300272, 300273, 300274, 300275, 300276, 300277, 300278, 300279, 300280, 300281, 300282, 300283, 300284, 300285, 300286, 300287, 300288, 300289, 300290, 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310, 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300376, 300377, 300378, 300379, 300380, 300381, 300382, 300383, 300384, 300385, 300386, 300387, 300388, 300389, 300390, 300391, 300392, 300393, 300394, 300395, 300396, 300397, 300398, 300399, 300400, 300401, 300402, 300403, 300404, 300405, 300406, 300407, 300408, 300409, 300410, 300411, 300412, 300413, 300414, 300415, 300416, 300417, 300418, 300419, 300420, 300421, 300422, 300423, 300424, 300425, 300426, 300427, 300428, 300429, 300430, 300431, 300432, 300433, 300434, 300435, 300436, 300437, 300438, 300439, 300440, 300441, 300442, 300443, 300444, 300445, 300446, 300447, 300448, 300449, 300450, 300451, 300452, 300453, 300454, 300455, 300456, 300457, 300458, 300459, 300460, 300461, 300462, 300463, 300464, 300465, 300466, 300467, 299924, 299925, 299926, 299927, 299928, 299929, 299930, 299931, 299932, 299933, 300474, 300475, 300476, 300477, 300478, 300479, 300483, 300484, 300485, 299971, 299972, 299973, 299974, 299975, 299976, 300489, 300490, 300491, 300495, 300496, 300497, 299943, 300504, 300505, 300506, 300507, 300508, 300509, 300513, 300514, 300515, 299983, 300519, 300520, 300521, 300525, 300526, 300527, 299840, 299842, 300531, 300532, 300533, 300537, 299850, 300555, 300556, 300557, 299851, 300561, 300562, 300563, 299854, 300567, 300568, 300569, 300573, 300574, 300575, 300579, 300580, 300581, 300585, 300586, 300587, 300591, 300592, 300593, 300597, 300598, 300599]",closed
PKDB00053,Newton1981,33,0,1,5,0,"[300616, 300617, 300618, 300619, 300620, 300621, 300622, 300623, 300624, 300625, 300626, 300627, 300628, 300629, 300630, 300631, 300640, 300641, 300642, 300643, 300644, 300645, 300646, 300647, 300657, 300658, 300659, 300660, 300661, 300662, 300663, 300664, 300665]",closed
PKDB00054,Oh2012,243,0,1,5,12,"[301071, 301072, 301073, 300945, 301080, 301081, 301082, 301083, 301084, 301085, 300848, 300849, 300850, 300851, 300852, 300853, 300876, 300877, 300878, 300879, 300880, 300881, 300882, 300883, 300884, 300885, 300886, 300887, 300888, 300889, 300854, 300855, 300856, 300857, 300858, 300859, 300860, 300861, 300862, 300863, 300864, 300865, 300866, 300867, 300904, 300905, 300906, 300907, 300908, 300909, 300910, 300911, 300932, 300933, 300934, 300935, 300936, 300937, 300938, 300939, 300940, 300941, 300942, 300943, 300944, 300918, 300919, 300920, 300921, 300922, 300923, 300924, 300925, 300926, 300927, 300928, 300929, 300930, 300931, 300834, 300960, 300961, 300962, 300963, 300964, 300965, 300988, 300989, 300990, 300991, 300992, 300993, 300994, 300995, 300996, 300997, 300998, 300999, 301000, 301001, 301092, 301093, 301094, 301095, 301096, 301097, 300974, 300975, 300976, 300977, 300978, 300979, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, 300845, 300846, 300847, 301011, 301012, 301013, 301014, 301015, 301016, 301017, 301018, 301019, 300946, 300947, 300948, 300949, 300950, 300951, 300952, 300953, 300954, 300955, 300956, 300957, 300958, 300959, 301029, 301030, 301031, 301032, 301033, 301034, 301035, 301036, 301037, 300966, 300967, 300968, 300969, 300970, 300971, 300972, 300973, 301044, 301045, 301046, 301047, 301048, 301049, 300890, 300891, 300892, 300893, 300894, 300895, 300896, 300897, 300898, 300899, 300900, 300901, 300902, 300903, 301053, 301054, 301055, 300912, 300913, 300914, 300915, 300916, 300917, 301059, 301060, 301061, 301068, 301069, 301070, 300980, 300981, 300982, 300983, 300984, 300985, 300986, 300987, 301107, 301108, 301109, 301110, 301111, 301112, 301113, 301114, 301115, 301125, 301126, 301127, 301128, 301129, 301130, 301131, 301132, 301133, 301140, 301141, 301142, 301143, 301144, 301145, 300868, 300869, 300870, 300871, 300872, 300873, 300874, 300875, 301149, 301150, 301151]",closed
PKDB00055,Park2003,90,30,4,1,0,"[301242, 301243, 301244, 301245, 301246, 301247, 301248, 301249, 301250, 301251, 301252, 301253, 301254, 301255, 301256, 301257, 301258, 301259, 301260, 301261, 301262, 301263, 301264, 301265, 301266, 301267, 301268, 301269, 301270, 301271, 301272, 301273, 301274, 301275, 301276, 301277, 301278, 301279, 301280, 301281, 301282, 301283, 301284, 301285, 301286, 301287, 301288, 301289, 301290, 301291, 301292, 301293, 301294, 301295, 301296, 301297, 301298, 301299, 301300, 301301, 301302, 301303, 301304, 301305, 301306, 301307, 301308, 301309, 301310, 301311, 301312, 301313, 301314, 301315, 301316, 301317, 301318, 301319, 301320, 301321, 301322, 301323, 301324, 301325, 301326, 301327, 301328, 301329, 301330, 301331]",closed
PKDB00057,Patwardhan1980,83,0,4,1,3,"[301350, 301351, 301352, 301353, 301354, 301355, 301356, 301357, 301358, 301359, 301360, 301361, 301362, 301363, 301364, 301365, 301366, 301367, 301406, 301407, 301408, 301409, 301410, 301411, 301412, 301413, 301414, 301419, 301420, 301421, 301422, 301423, 301424, 301425, 301426, 301427, 301428, 301429, 301430, 301431, 301432, 301433, 301434, 301435, 301436, 301437, 301438, 301439, 301440, 301441, 301442, 301415, 301416, 301417, 301418, 301453, 301454, 301455, 301456, 301457, 301458, 301459, 301460, 301461, 301471, 301472, 301473, 301474, 301475, 301476, 301477, 301478, 301479, 301443, 301489, 301490, 301491, 301492, 301493, 301494, 301495, 301496, 301497]",closed
PKDB00478,Perera2010,79,2,1,1,4,"[301514, 301515, 301516, 301517, 301518, 301519, 301520, 301521, 301522, 301523, 301524, 301525, 301526, 301527, 301528, 301529, 301575, 301576, 301577, 301584, 301585, 301586, 301587, 301588, 301589, 301590, 301591, 301592, 301611, 301612, 301613, 301614, 301615, 301616, 301617, 301618, 301619, 301593, 301594, 301595, 301596, 301597, 301598, 301599, 301600, 301601, 301629, 301630, 301631, 301632, 301633, 301634, 301635, 301636, 301637, 301566, 301567, 301568, 301569, 301570, 301571, 301572, 301573, 301574, 301641, 301642, 301643, 301578, 301579, 301580, 301581, 301582, 301583, 301650, 301651, 301652, 301653, 301654, 301655]",closed
PKDB00058,Perera2011,229,0,3,1,16,"[302065, 302066, 302067, 302068, 302069, 302070, 302071, 301979, 301980, 301981, 301982, 301983, 301984, 301985, 301906, 301907, 301908, 301909, 301910, 301911, 301912, 301913, 301922, 301923, 301933, 301870, 301871, 301872, 301873, 302078, 302079, 302080, 302081, 302082, 302083, 302090, 302091, 302092, 302093, 302094, 302095, 301893, 302099, 302100, 302101, 301680, 301681, 301682, 301683, 301684, 301685, 301686, 301687, 301688, 301689, 301690, 301691, 301692, 301693, 301694, 301695, 301696, 301697, 301698, 301699, 301700, 301701, 301702, 301703, 301834, 301835, 301836, 301837, 301838, 301839, 301840, 301841, 301842, 301843, 301844, 301845, 301846, 301847, 301848, 301849, 301850, 301851, 301852, 301853, 301854, 301855, 301856, 301857, 301904, 301905, 301864, 301865, 301866, 301867, 301868, 301869, 301874, 301875, 301876, 301877, 301878, 301879, 301880, 301881, 301882, 301883, 301884, 301885, 301886, 301887, 301888, 301889, 301890, 301891, 301892, 301894, 301895, 301896, 301897, 301898, 301899, 301900, 301901, 301902, 301903, 301914, 301915, 301916, 301917, 301918, 301919, 301920, 301921, 301924, 301925, 301926, 301927, 301928, 301929, 301930, 301931, 301932, 301934, 301935, 301936, 301937, 301938, 301939, 301940, 301941, 301942, 301943, 301824, 301825, 301826, 301827, 301828, 301829, 301830, 301993, 301994, 301995, 301996, 301997, 301998, 301999, 301972, 301973, 301974, 301975, 301976, 301977, 301978, 301986, 301987, 301988, 301989, 301990, 301991, 301992, 301831, 301832, 301833, 302009, 302010, 302011, 302012, 302013, 302014, 302015, 302016, 302017, 302027, 302028, 302029, 302030, 302031, 302032, 302033, 302034, 302035, 302045, 302046, 302047, 302048, 302049, 302050, 302051, 302052, 302053, 301858, 301859, 301860, 301861, 301862, 301863, 302063, 302064, 302108, 302109, 302110, 302111, 302112, 302113]",closed
PKDB00479,Priller2005,43,12,16,1,0,"[302145, 302146, 302147, 302148, 302149, 302150, 302151, 302152, 302153, 302154, 302155, 302156, 302157, 302158, 302159, 302160, 302161, 302162, 302163, 302164, 302165, 302166, 302167, 302168, 302169, 302170, 302171, 302172, 302173, 302174, 302175, 302188, 302189, 302190, 302191, 302192, 302193, 302194, 302195, 302196, 302197, 302198, 302199]",closed
PKDB00480,Puri2020,7,5,3,1,0,"[302202, 302203, 302209, 302210, 302211, 302212, 302213]",closed
PKDB00059,Renner1984,120,36,5,1,0,"[302250, 302251, 302252, 302253, 302254, 302255, 302256, 302257, 302258, 302259, 302260, 302261, 302262, 302263, 302264, 302265, 302266, 302267, 302268, 302269, 302270, 302271, 302272, 302273, 302274, 302275, 302276, 302277, 302278, 302279, 302283, 302284, 302285, 302376, 302377, 302378, 302379, 302380, 302381, 302217, 302218, 302219, 302289, 302290, 302291, 302295, 302296, 302297, 302382, 302383, 302384, 302385, 302386, 302387, 302388, 302389, 302390, 302391, 302392, 302393, 302394, 302395, 302396, 302397, 302398, 302399, 302400, 302401, 302402, 302403, 302404, 302405, 302406, 302407, 302408, 302409, 302410, 302411, 302412, 302413, 302414, 302415, 302416, 302417, 302418, 302419, 302420, 302421, 302422, 302423, 302424, 302425, 302426, 302427, 302428, 302429, 302430, 302431, 302432, 302433, 302434, 302435, 302436, 302437, 302438, 302439, 302440, 302441, 302442, 302443, 302444, 302445, 302446, 302447, 302448, 302449, 302450, 302451, 302452, 302453]",closed
PKDB00481,Rietveld1984,110,27,3,2,3,"[302508, 302509, 302510, 302511, 302512, 302513, 302514, 302515, 302516, 302517, 302518, 302519, 302520, 302521, 302522, 302523, 302524, 302525, 302526, 302527, 302528, 302529, 302530, 302531, 302532, 302533, 302534, 302535, 302536, 302537, 302538, 302539, 302540, 302541, 302542, 302543, 302544, 302545, 302546, 302547, 302548, 302549, 302550, 302551, 302552, 302553, 302554, 302555, 302556, 302557, 302558, 302559, 302560, 302561, 302600, 302601, 302602, 302603, 302604, 302605, 302606, 302607, 302608, 302609, 302629, 302630, 302631, 302632, 302633, 302634, 302635, 302636, 302637, 302610, 302611, 302612, 302613, 302614, 302615, 302616, 302617, 302618, 302619, 302647, 302648, 302649, 302650, 302651, 302652, 302653, 302654, 302655, 302591, 302592, 302593, 302594, 302595, 302596, 302597, 302598, 302599, 302665, 302666, 302667, 302668, 302669, 302670, 302671, 302672, 302673]",closed
PKDB00484,Scott1984,104,52,1,1,0,"[302909, 302910, 302911, 302912, 302913, 302914, 302915, 302916, 302917, 302918, 302919, 302920, 302921, 302922, 302923, 302924, 302925, 302926, 302927, 302928, 302929, 302930, 302931, 302932, 302933, 302934, 302935, 302936, 302937, 302938, 302939, 302940, 302941, 302942, 302943, 302944, 302945, 302946, 302947, 302948, 302949, 302950, 302951, 302952, 302953, 302954, 302955, 302956, 302957, 302958, 302959, 302960, 302961, 302962, 302963, 302964, 302965, 302966, 302967, 302968, 302969, 302970, 302971, 302972, 302973, 302974, 302975, 302976, 302977, 302978, 302979, 302980, 302981, 302982, 302983, 302984, 302985, 302986, 302987, 302988, 302989, 302990, 302991, 302992, 302993, 302994, 302995, 302996, 302997, 302998, 302999, 303000, 303001, 303002, 303003, 303004, 303005, 303006, 303007, 303008, 303009, 303010, 303011, 303012]",open
PKDB00485,Scott1988,12,0,5,1,0,"[303025, 303026, 303027, 303028, 303029, 303030, 303031, 303032, 303033, 303034, 303035, 303036]",closed
PKDB00486,Scott1989,224,29,5,1,6,"[303075, 303076, 303077, 303078, 303079, 303080, 303081, 303082, 303083, 303084, 303085, 303086, 303087, 303088, 303089, 303090, 303091, 303092, 303093, 303094, 303095, 303096, 303097, 303098, 303099, 303100, 303101, 303102, 303103, 303104, 303105, 303106, 303107, 303108, 303109, 303110, 303111, 303112, 303134, 303135, 303136, 303137, 303138, 303139, 303140, 303141, 303142, 303143, 303144, 303145, 303146, 303147, 303148, 303149, 303150, 303151, 303152, 303153, 303154, 303212, 303213, 303214, 303215, 303216, 303217, 303218, 303219, 303220, 303221, 303222, 303223, 303224, 303225, 303226, 303227, 303228, 303229, 303230, 303231, 303232, 303233, 303234, 303235, 303236, 303237, 303238, 303239, 303240, 303241, 303242, 303243, 303244, 303245, 303246, 303247, 303248, 303249, 303250, 303251, 303252, 303253, 303254, 303255, 303256, 303257, 303258, 303259, 303260, 303261, 303262, 303263, 303264, 303265, 303266, 303267, 303268, 303335, 303336, 303337, 303338, 303339, 303340, 303341, 303342, 303343, 303344, 303345, 303360, 303361, 303362, 303363, 303364, 303365, 303366, 303367, 303368, 303369, 303380, 303370, 303371, 303372, 303373, 303374, 303375, 303376, 303377, 303378, 303379, 303348, 303349, 303350, 303351, 303352, 303353, 303354, 303355, 303356, 303357, 303358, 303359, 303410, 303411, 303412, 303413, 303414, 303415, 303416, 303417, 303418, 303346, 303347, 303391, 303392, 303393, 303394, 303395, 303396, 303397, 303398, 303399, 303428, 303429, 303430, 303431, 303432, 303433, 303434, 303435, 303436, 303446, 303447, 303448, 303449, 303450, 303451, 303452, 303453, 303454, 303381, 303382, 303383, 303384, 303385, 303386, 303387, 303388, 303389, 303390, 303461, 303462, 303463, 303464, 303465, 303466, 303473, 303474, 303475, 303476, 303477, 303478, 303400, 303482, 303483, 303484]",closed
